model,attempt,score_type,attack_name,score
non_weighted_Ensemble,4,accuracy,PW_Injection,0.9141610954202567
non_weighted_Ensemble,4,accuracy,SQLi,1.0
non_weighted_Ensemble,4,accuracy,File_Inclusion,1.0
non_weighted_Ensemble,4,accuracy,XSS,0.9141610954202567
non_weighted_Ensemble,4,precision,PW_Injection,0.8989222867727541
non_weighted_Ensemble,4,precision,SQLi,1.0
non_weighted_Ensemble,4,precision,File_Inclusion,1.0
non_weighted_Ensemble,4,precision,XSS,1.0
non_weighted_Ensemble,4,recall,PW_Injection,1.0
non_weighted_Ensemble,4,recall,SQLi,1.0
non_weighted_Ensemble,4,recall,File_Inclusion,1.0
non_weighted_Ensemble,4,recall,XSS,0.4972780569514238
non_weighted_Ensemble,4,f1_score,PW_Injection,0.9467710111512626
non_weighted_Ensemble,4,f1_score,SQLi,1.0
non_weighted_Ensemble,4,f1_score,File_Inclusion,1.0
non_weighted_Ensemble,4,f1_score,XSS,0.6642427632498952
non_weighted_Ensemble,5,accuracy,PW_Injection,0.893711343891888
non_weighted_Ensemble,5,accuracy,SQLi,1.0
non_weighted_Ensemble,5,accuracy,File_Inclusion,0.9799435129241
non_weighted_Ensemble,5,accuracy,XSS,0.913767830967788
non_weighted_Ensemble,5,precision,PW_Injection,0.8775283213182287
non_weighted_Ensemble,5,precision,SQLi,1.0
non_weighted_Ensemble,5,precision,File_Inclusion,nan
non_weighted_Ensemble,5,precision,XSS,1.0
non_weighted_Ensemble,5,recall,PW_Injection,1.0
non_weighted_Ensemble,5,recall,SQLi,1.0
non_weighted_Ensemble,5,recall,File_Inclusion,0.0
non_weighted_Ensemble,5,recall,XSS,0.49465744814582024
non_weighted_Ensemble,5,f1_score,PW_Injection,0.9347697303464467
non_weighted_Ensemble,5,f1_score,SQLi,1.0
non_weighted_Ensemble,5,f1_score,File_Inclusion,nan
non_weighted_Ensemble,5,f1_score,XSS,0.6619007569386038
non_weighted_Ensemble,6,accuracy,PW_Injection,0.9126952915519645
non_weighted_Ensemble,6,accuracy,SQLi,1.0
non_weighted_Ensemble,6,accuracy,File_Inclusion,1.0
non_weighted_Ensemble,6,accuracy,XSS,0.9126952915519645
non_weighted_Ensemble,6,precision,PW_Injection,0.8972135701658389
non_weighted_Ensemble,6,precision,SQLi,1.0
non_weighted_Ensemble,6,precision,File_Inclusion,1.0
non_weighted_Ensemble,6,precision,XSS,1.0
non_weighted_Ensemble,6,recall,PW_Injection,1.0
non_weighted_Ensemble,6,recall,SQLi,1.0
non_weighted_Ensemble,6,recall,File_Inclusion,1.0
non_weighted_Ensemble,6,recall,XSS,0.484375
non_weighted_Ensemble,6,f1_score,PW_Injection,0.9458224253449883
non_weighted_Ensemble,6,f1_score,SQLi,1.0
non_weighted_Ensemble,6,f1_score,File_Inclusion,1.0
non_weighted_Ensemble,6,f1_score,XSS,0.6526315789473685
non_weighted_Ensemble,7,accuracy,PW_Injection,0.911944513960888
non_weighted_Ensemble,7,accuracy,SQLi,1.0
non_weighted_Ensemble,7,accuracy,File_Inclusion,1.0
non_weighted_Ensemble,7,accuracy,XSS,0.911944513960888
non_weighted_Ensemble,7,precision,PW_Injection,0.8961110173781002
non_weighted_Ensemble,7,precision,SQLi,1.0
non_weighted_Ensemble,7,precision,File_Inclusion,1.0
non_weighted_Ensemble,7,precision,XSS,1.0
non_weighted_Ensemble,7,recall,PW_Injection,1.0
non_weighted_Ensemble,7,recall,SQLi,1.0
non_weighted_Ensemble,7,recall,File_Inclusion,1.0
non_weighted_Ensemble,7,recall,XSS,0.4877287853577371
non_weighted_Ensemble,7,f1_score,PW_Injection,0.9452094409716815
non_weighted_Ensemble,7,f1_score,SQLi,1.0
non_weighted_Ensemble,7,f1_score,File_Inclusion,1.0
non_weighted_Ensemble,7,f1_score,XSS,0.655668950090871
non_weighted_Ensemble,8,accuracy,PW_Injection,0.9110864824282292
non_weighted_Ensemble,8,accuracy,SQLi,1.0
non_weighted_Ensemble,8,accuracy,File_Inclusion,1.0
non_weighted_Ensemble,8,accuracy,XSS,0.9110864824282292
non_weighted_Ensemble,8,precision,PW_Injection,0.895231274749347
non_weighted_Ensemble,8,precision,SQLi,1.0
non_weighted_Ensemble,8,precision,File_Inclusion,1.0
non_weighted_Ensemble,8,precision,XSS,1.0
non_weighted_Ensemble,8,recall,PW_Injection,1.0
non_weighted_Ensemble,8,recall,SQLi,1.0
non_weighted_Ensemble,8,recall,File_Inclusion,1.0
non_weighted_Ensemble,8,recall,XSS,0.4839178252749533
non_weighted_Ensemble,8,f1_score,PW_Injection,0.9447198204005425
non_weighted_Ensemble,8,f1_score,SQLi,1.0
non_weighted_Ensemble,8,f1_score,File_Inclusion,1.0
non_weighted_Ensemble,8,f1_score,XSS,0.6522164732205286
non_weighted_Ensemble,9,accuracy,PW_Injection,0.9167351900182331
non_weighted_Ensemble,9,accuracy,SQLi,1.0
non_weighted_Ensemble,9,accuracy,File_Inclusion,1.0
non_weighted_Ensemble,9,accuracy,XSS,0.9167351900182331
non_weighted_Ensemble,9,precision,PW_Injection,0.9016801756163458
non_weighted_Ensemble,9,precision,SQLi,1.0
non_weighted_Ensemble,9,precision,File_Inclusion,1.0
non_weighted_Ensemble,9,precision,XSS,1.0
non_weighted_Ensemble,9,recall,PW_Injection,1.0
non_weighted_Ensemble,9,recall,SQLi,1.0
non_weighted_Ensemble,9,recall,File_Inclusion,1.0
non_weighted_Ensemble,9,recall,XSS,0.5053101104502974
non_weighted_Ensemble,9,f1_score,PW_Injection,0.9482984438475369
non_weighted_Ensemble,9,f1_score,SQLi,1.0
non_weighted_Ensemble,9,f1_score,File_Inclusion,1.0
non_weighted_Ensemble,9,f1_score,XSS,0.6713701142937774
weighted_Ensemble,0,accuracy,PW_Injection,0.9143398519895606
weighted_Ensemble,0,accuracy,SQLi,1.0
weighted_Ensemble,0,accuracy,File_Inclusion,1.0
weighted_Ensemble,0,accuracy,XSS,0.9143398519895606
weighted_Ensemble,0,precision,PW_Injection,0.8989285412975618
weighted_Ensemble,0,precision,SQLi,1.0
weighted_Ensemble,0,precision,File_Inclusion,1.0
weighted_Ensemble,0,precision,XSS,1.0
weighted_Ensemble,0,recall,PW_Injection,1.0
weighted_Ensemble,0,recall,SQLi,1.0
weighted_Ensemble,0,recall,File_Inclusion,1.0
weighted_Ensemble,0,recall,XSS,0.49515381373788453
weighted_Ensemble,0,f1_score,PW_Injection,0.9467744801848232
weighted_Ensemble,0,f1_score,SQLi,1.0
weighted_Ensemble,0,f1_score,File_Inclusion,1.0
weighted_Ensemble,0,f1_score,XSS,0.6623449830890643
weighted_Ensemble,1,accuracy,PW_Injection,0.9143041006756998
weighted_Ensemble,1,accuracy,SQLi,1.0
weighted_Ensemble,1,accuracy,File_Inclusion,1.0
weighted_Ensemble,1,accuracy,XSS,0.9143041006756998
weighted_Ensemble,1,precision,PW_Injection,0.8987068965517241
weighted_Ensemble,1,precision,SQLi,1.0
weighted_Ensemble,1,precision,File_Inclusion,1.0
weighted_Ensemble,1,precision,XSS,1.0
weighted_Ensemble,1,recall,PW_Injection,1.0
weighted_Ensemble,1,recall,SQLi,1.0
weighted_Ensemble,1,recall,File_Inclusion,1.0
weighted_Ensemble,1,recall,XSS,0.5024906600249066
weighted_Ensemble,1,f1_score,PW_Injection,0.9466515323496026
weighted_Ensemble,1,f1_score,SQLi,1.0
weighted_Ensemble,1,f1_score,File_Inclusion,1.0
weighted_Ensemble,1,f1_score,XSS,0.6688769167012019
weighted_Ensemble,2,accuracy,PW_Injection,0.9131958099460156
weighted_Ensemble,2,accuracy,SQLi,1.0
weighted_Ensemble,2,accuracy,File_Inclusion,1.0
weighted_Ensemble,2,accuracy,XSS,0.9131958099460156
weighted_Ensemble,2,precision,PW_Injection,0.8979574682693116
weighted_Ensemble,2,precision,SQLi,1.0
weighted_Ensemble,2,precision,File_Inclusion,1.0
weighted_Ensemble,2,precision,XSS,1.0
weighted_Ensemble,2,recall,PW_Injection,1.0
weighted_Ensemble,2,recall,SQLi,1.0
weighted_Ensemble,2,recall,File_Inclusion,1.0
weighted_Ensemble,2,recall,XSS,0.4871144909167723
weighted_Ensemble,2,f1_score,PW_Injection,0.9462356067316209
weighted_Ensemble,2,f1_score,SQLi,1.0
weighted_Ensemble,2,f1_score,File_Inclusion,1.0
weighted_Ensemble,2,f1_score,XSS,0.6551136363636363
weighted_Ensemble,3,accuracy,PW_Injection,0.9131600586321548
weighted_Ensemble,3,accuracy,SQLi,1.0
weighted_Ensemble,3,accuracy,File_Inclusion,1.0
weighted_Ensemble,3,accuracy,XSS,0.9131600586321548
weighted_Ensemble,3,precision,PW_Injection,0.8978553406223717
weighted_Ensemble,3,precision,SQLi,1.0
weighted_Ensemble,3,precision,File_Inclusion,1.0
weighted_Ensemble,3,precision,XSS,1.0
weighted_Ensemble,3,recall,PW_Injection,1.0
weighted_Ensemble,3,recall,SQLi,1.0
weighted_Ensemble,3,recall,File_Inclusion,1.0
weighted_Ensemble,3,recall,XSS,0.4916282963583089
weighted_Ensemble,3,f1_score,PW_Injection,0.9461789014203099
weighted_Ensemble,3,f1_score,SQLi,1.0
weighted_Ensemble,3,f1_score,File_Inclusion,1.0
weighted_Ensemble,3,f1_score,XSS,0.659183387119405
weighted_Ensemble,4,accuracy,PW_Injection,0.9141610954202567
weighted_Ensemble,4,accuracy,SQLi,1.0
weighted_Ensemble,4,accuracy,File_Inclusion,1.0
weighted_Ensemble,4,accuracy,XSS,0.9141610954202567
weighted_Ensemble,4,precision,PW_Injection,0.8989222867727541
weighted_Ensemble,4,precision,SQLi,1.0
weighted_Ensemble,4,precision,File_Inclusion,1.0
weighted_Ensemble,4,precision,XSS,1.0
weighted_Ensemble,4,recall,PW_Injection,1.0
weighted_Ensemble,4,recall,SQLi,1.0
weighted_Ensemble,4,recall,File_Inclusion,1.0
weighted_Ensemble,4,recall,XSS,0.4972780569514238
weighted_Ensemble,4,f1_score,PW_Injection,0.9467710111512626
weighted_Ensemble,4,f1_score,SQLi,1.0
weighted_Ensemble,4,f1_score,File_Inclusion,1.0
weighted_Ensemble,4,f1_score,XSS,0.6642427632498952
weighted_Ensemble,5,accuracy,PW_Injection,0.893711343891888
weighted_Ensemble,5,accuracy,SQLi,1.0
weighted_Ensemble,5,accuracy,File_Inclusion,0.9799435129241
weighted_Ensemble,5,accuracy,XSS,0.913767830967788
weighted_Ensemble,5,precision,PW_Injection,0.8775283213182287
weighted_Ensemble,5,precision,SQLi,1.0
weighted_Ensemble,5,precision,File_Inclusion,nan
weighted_Ensemble,5,precision,XSS,1.0
weighted_Ensemble,5,recall,PW_Injection,1.0
weighted_Ensemble,5,recall,SQLi,1.0
weighted_Ensemble,5,recall,File_Inclusion,0.0
weighted_Ensemble,5,recall,XSS,0.49465744814582024
weighted_Ensemble,5,f1_score,PW_Injection,0.9347697303464467
weighted_Ensemble,5,f1_score,SQLi,1.0
weighted_Ensemble,5,f1_score,File_Inclusion,nan
weighted_Ensemble,5,f1_score,XSS,0.6619007569386038
weighted_Ensemble,6,accuracy,PW_Injection,0.9126952915519645
weighted_Ensemble,6,accuracy,SQLi,1.0
weighted_Ensemble,6,accuracy,File_Inclusion,1.0
weighted_Ensemble,6,accuracy,XSS,0.9126952915519645
weighted_Ensemble,6,precision,PW_Injection,0.8972135701658389
weighted_Ensemble,6,precision,SQLi,1.0
weighted_Ensemble,6,precision,File_Inclusion,1.0
weighted_Ensemble,6,precision,XSS,1.0
weighted_Ensemble,6,recall,PW_Injection,1.0
weighted_Ensemble,6,recall,SQLi,1.0
weighted_Ensemble,6,recall,File_Inclusion,1.0
weighted_Ensemble,6,recall,XSS,0.484375
weighted_Ensemble,6,f1_score,PW_Injection,0.9458224253449883
weighted_Ensemble,6,f1_score,SQLi,1.0
weighted_Ensemble,6,f1_score,File_Inclusion,1.0
weighted_Ensemble,6,f1_score,XSS,0.6526315789473685
weighted_Ensemble,7,accuracy,PW_Injection,0.911944513960888
weighted_Ensemble,7,accuracy,SQLi,1.0
weighted_Ensemble,7,accuracy,File_Inclusion,1.0
weighted_Ensemble,7,accuracy,XSS,0.911944513960888
weighted_Ensemble,7,precision,PW_Injection,0.8961110173781002
weighted_Ensemble,7,precision,SQLi,1.0
weighted_Ensemble,7,precision,File_Inclusion,1.0
weighted_Ensemble,7,precision,XSS,1.0
weighted_Ensemble,7,recall,PW_Injection,1.0
weighted_Ensemble,7,recall,SQLi,1.0
weighted_Ensemble,7,recall,File_Inclusion,1.0
weighted_Ensemble,7,recall,XSS,0.4877287853577371
weighted_Ensemble,7,f1_score,PW_Injection,0.9452094409716815
weighted_Ensemble,7,f1_score,SQLi,1.0
weighted_Ensemble,7,f1_score,File_Inclusion,1.0
weighted_Ensemble,7,f1_score,XSS,0.655668950090871
weighted_Ensemble,8,accuracy,PW_Injection,0.9110864824282292
weighted_Ensemble,8,accuracy,SQLi,1.0
weighted_Ensemble,8,accuracy,File_Inclusion,1.0
weighted_Ensemble,8,accuracy,XSS,0.9110864824282292
weighted_Ensemble,8,precision,PW_Injection,0.895231274749347
weighted_Ensemble,8,precision,SQLi,1.0
weighted_Ensemble,8,precision,File_Inclusion,1.0
weighted_Ensemble,8,precision,XSS,1.0
weighted_Ensemble,8,recall,PW_Injection,1.0
weighted_Ensemble,8,recall,SQLi,1.0
weighted_Ensemble,8,recall,File_Inclusion,1.0
weighted_Ensemble,8,recall,XSS,0.4839178252749533
weighted_Ensemble,8,f1_score,PW_Injection,0.9447198204005425
weighted_Ensemble,8,f1_score,SQLi,1.0
weighted_Ensemble,8,f1_score,File_Inclusion,1.0
weighted_Ensemble,8,f1_score,XSS,0.6522164732205286
weighted_Ensemble,9,accuracy,PW_Injection,0.9167351900182331
weighted_Ensemble,9,accuracy,SQLi,1.0
weighted_Ensemble,9,accuracy,File_Inclusion,1.0
weighted_Ensemble,9,accuracy,XSS,0.9167351900182331
weighted_Ensemble,9,precision,PW_Injection,0.9016801756163458
weighted_Ensemble,9,precision,SQLi,1.0
weighted_Ensemble,9,precision,File_Inclusion,1.0
weighted_Ensemble,9,precision,XSS,1.0
weighted_Ensemble,9,recall,PW_Injection,1.0
weighted_Ensemble,9,recall,SQLi,1.0
weighted_Ensemble,9,recall,File_Inclusion,1.0
weighted_Ensemble,9,recall,XSS,0.5053101104502974
weighted_Ensemble,9,f1_score,PW_Injection,0.9482984438475369
weighted_Ensemble,9,f1_score,SQLi,1.0
weighted_Ensemble,9,f1_score,File_Inclusion,1.0
weighted_Ensemble,9,f1_score,XSS,0.6713701142937774
