model,attempt,score_type,attack_name
non_weighted_Ensemble,4,accuracy,File_Inclusion,0.9605772141679841
non_weighted_Ensemble,4,accuracy,XSS,0.8108390204737054
non_weighted_Ensemble,4,precision,PW_Injection,0.5
non_weighted_Ensemble,4,precision,SQLi,0.5
non_weighted_Ensemble,4,precision,File_Inclusion,0.5
non_weighted_Ensemble,4,precision,XSS,0.32908885116015846
non_weighted_Ensemble,4,recall,PW_Injection,0.4895321610578027
non_weighted_Ensemble,4,recall,SQLi,0.499809958190802
non_weighted_Ensemble,4,recall,File_Inclusion,0.0
non_weighted_Ensemble,4,recall,XSS,0.5
non_weighted_Ensemble,4,f1score,PW_Injection,0.4947107131257829
non_weighted_Ensemble,4,f1score,SQLi,0.49990496103402393
non_weighted_Ensemble,4,f1score,File_Inclusion,0.0
non_weighted_Ensemble,4,f1score,XSS,0.3969283276450512
non_weighted_Ensemble,5,accuracy,PW_Injection,0.5226365836057223
non_weighted_Ensemble,5,accuracy,SQLi,0.9166093212386612
non_weighted_Ensemble,5,accuracy,File_Inclusion,0.9617186183656277
non_weighted_Ensemble,5,accuracy,XSS,0.8090678757167622
non_weighted_Ensemble,5,precision,PW_Injection,0.5
non_weighted_Ensemble,5,precision,SQLi,0.5
non_weighted_Ensemble,5,precision,File_Inclusion,0.5
non_weighted_Ensemble,5,precision,XSS,0.33035340131303254
non_weighted_Ensemble,5,recall,PW_Injection,0.4895321610578027
non_weighted_Ensemble,5,recall,SQLi,0.499809958190802
non_weighted_Ensemble,5,recall,File_Inclusion,0.0
non_weighted_Ensemble,5,recall,XSS,0.5
non_weighted_Ensemble,5,f1score,PW_Injection,0.4947107131257829
non_weighted_Ensemble,5,f1score,SQLi,0.49990496103402393
non_weighted_Ensemble,5,f1score,File_Inclusion,0.0
non_weighted_Ensemble,5,f1score,XSS,0.39784674909580287
non_weighted_Ensemble,6,accuracy,PW_Injection,0.5221646212441812
non_weighted_Ensemble,6,accuracy,SQLi,0.9196905854977674
non_weighted_Ensemble,6,accuracy,File_Inclusion,0.9608305010599993
non_weighted_Ensemble,6,accuracy,XSS,0.8110596611439737
non_weighted_Ensemble,6,precision,PW_Injection,0.5
non_weighted_Ensemble,6,precision,SQLi,0.5
non_weighted_Ensemble,6,precision,File_Inclusion,0.5
non_weighted_Ensemble,6,precision,XSS,0.33021674458138545
non_weighted_Ensemble,6,recall,PW_Injection,0.4895321610578027
non_weighted_Ensemble,6,recall,SQLi,0.499809958190802
non_weighted_Ensemble,6,recall,File_Inclusion,0.0
non_weighted_Ensemble,6,recall,XSS,0.5
non_weighted_Ensemble,6,f1score,PW_Injection,0.4947107131257829
non_weighted_Ensemble,6,f1score,SQLi,0.49990496103402393
non_weighted_Ensemble,6,f1score,File_Inclusion,0.0
non_weighted_Ensemble,6,f1score,XSS,0.3977476324545687
non_weighted_Ensemble,7,accuracy,PW_Injection,0.5220524433345326
non_weighted_Ensemble,7,accuracy,SQLi,0.9215772870662461
non_weighted_Ensemble,7,accuracy,File_Inclusion,0.9623545285882948
non_weighted_Ensemble,7,accuracy,XSS,0.8087760923462451
non_weighted_Ensemble,7,precision,PW_Injection,0.5
non_weighted_Ensemble,7,precision,SQLi,0.5
non_weighted_Ensemble,7,precision,File_Inclusion,0.5
non_weighted_Ensemble,7,precision,XSS,0.3299874529485571
non_weighted_Ensemble,7,recall,PW_Injection,0.4895321610578027
non_weighted_Ensemble,7,recall,SQLi,0.499809958190802
non_weighted_Ensemble,7,recall,File_Inclusion,0.0
non_weighted_Ensemble,7,recall,XSS,0.5
non_weighted_Ensemble,7,f1score,PW_Injection,0.4947107131257829
non_weighted_Ensemble,7,f1score,SQLi,0.49990496103402393
non_weighted_Ensemble,7,f1score,File_Inclusion,0.0
non_weighted_Ensemble,7,f1score,XSS,0.3975812547241118
non_weighted_Ensemble,8,accuracy,PW_Injection,0.522346605605733
non_weighted_Ensemble,8,accuracy,SQLi,0.9175412763557755
non_weighted_Ensemble,8,accuracy,File_Inclusion,0.9608305010599993
non_weighted_Ensemble,8,accuracy,XSS,0.8103646627605212
non_weighted_Ensemble,8,precision,PW_Injection,0.5
non_weighted_Ensemble,8,precision,SQLi,0.5
non_weighted_Ensemble,8,precision,File_Inclusion,0.5
non_weighted_Ensemble,8,precision,XSS,0.3270316027088036
non_weighted_Ensemble,8,recall,PW_Injection,0.4895321610578027
non_weighted_Ensemble,8,recall,SQLi,0.499809958190802
non_weighted_Ensemble,8,recall,File_Inclusion,0.0
non_weighted_Ensemble,8,recall,XSS,0.5
non_weighted_Ensemble,8,f1score,PW_Injection,0.4947107131257829
non_weighted_Ensemble,8,f1score,SQLi,0.49990496103402393
non_weighted_Ensemble,8,f1score,File_Inclusion,0.0
non_weighted_Ensemble,8,f1score,XSS,0.39542818150801773
non_weighted_Ensemble,9,accuracy,PW_Injection,0.5218607498733322
non_weighted_Ensemble,9,accuracy,SQLi,0.9200780340454989
non_weighted_Ensemble,9,accuracy,File_Inclusion,0.9623545285882948
non_weighted_Ensemble,9,accuracy,XSS,0.8124966464559746
non_weighted_Ensemble,9,precision,PW_Injection,0.5
non_weighted_Ensemble,9,precision,SQLi,0.5
non_weighted_Ensemble,9,precision,File_Inclusion,0.5
non_weighted_Ensemble,9,precision,XSS,0.33109171555301187
non_weighted_Ensemble,9,recall,PW_Injection,0.4895321610578027
non_weighted_Ensemble,9,recall,SQLi,0.499809958190802
non_weighted_Ensemble,9,recall,File_Inclusion,0.0
non_weighted_Ensemble,9,recall,XSS,0.5
non_weighted_Ensemble,9,f1score,PW_Injection,0.4947107131257829
non_weighted_Ensemble,9,f1score,SQLi,0.49990496103402393
non_weighted_Ensemble,9,f1score,File_Inclusion,0.0
non_weighted_Ensemble,9,f1score,XSS,0.3983816820177326
non_weighted_Ensemble,10,accuracy,PW_Injection,0.5224505811487231
non_weighted_Ensemble,10,accuracy,SQLi,0.917486373034271
non_weighted_Ensemble,10,accuracy,File_Inclusion,0.9622908796546141
non_weighted_Ensemble,10,accuracy,XSS,0.8090322236448997
non_weighted_Ensemble,10,precision,PW_Injection,0.5
non_weighted_Ensemble,10,precision,SQLi,0.5
non_weighted_Ensemble,10,precision,File_Inclusion,0.5
non_weighted_Ensemble,10,precision,XSS,0.32937561111887137
non_weighted_Ensemble,10,recall,PW_Injection,0.4895321610578027
non_weighted_Ensemble,10,recall,SQLi,0.499809958190802
non_weighted_Ensemble,10,recall,File_Inclusion,0.0
non_weighted_Ensemble,10,recall,XSS,0.5
non_weighted_Ensemble,10,f1score,PW_Injection,0.4947107131257829
non_weighted_Ensemble,10,f1score,SQLi,0.49990496103402393
non_weighted_Ensemble,10,f1score,File_Inclusion,0.0
non_weighted_Ensemble,10,f1score,XSS,0.3971368421052632
weighted_Ensemble,1,accuracy,PW_Injection,0.53411922768544
weighted_Ensemble,1,accuracy,SQLi,0.9172120111469455
weighted_Ensemble,1,accuracy,File_Inclusion,0.9623545285882948
weighted_Ensemble,1,accuracy,XSS,0.7790873884492339
weighted_Ensemble,1,precision,PW_Injection,0.5
weighted_Ensemble,1,precision,SQLi,0.5
weighted_Ensemble,1,precision,File_Inclusion,0.5
weighted_Ensemble,1,precision,XSS,0.4810540069686411
weighted_Ensemble,1,recall,PW_Injection,0.4895321610578027
weighted_Ensemble,1,recall,SQLi,0.499809958190802
weighted_Ensemble,1,recall,File_Inclusion,0.0
weighted_Ensemble,1,recall,XSS,0.5
weighted_Ensemble,1,f1score,PW_Injection,0.4947107131257829
weighted_Ensemble,1,f1score,SQLi,0.49990496103402393
weighted_Ensemble,1,f1score,File_Inclusion,0.0
weighted_Ensemble,1,f1score,XSS,0.4903440621531631
weighted_Ensemble,2,accuracy,PW_Injection,0.5347830814395998
weighted_Ensemble,2,accuracy,SQLi,0.9155167030908523
weighted_Ensemble,2,accuracy,File_Inclusion,0.9594399489641742
weighted_Ensemble,2,accuracy,XSS,0.7781245498631584
weighted_Ensemble,2,precision,PW_Injection,0.5
weighted_Ensemble,2,precision,SQLi,0.5
weighted_Ensemble,2,precision,File_Inclusion,0.5
weighted_Ensemble,2,precision,XSS,0.48052369616966023
weighted_Ensemble,2,recall,PW_Injection,0.4895321610578027
weighted_Ensemble,2,recall,SQLi,0.499809958190802
weighted_Ensemble,2,recall,File_Inclusion,0.0
weighted_Ensemble,2,recall,XSS,0.5
weighted_Ensemble,2,f1score,PW_Injection,0.4947107131257829
weighted_Ensemble,2,f1score,SQLi,0.49990496103402393
weighted_Ensemble,2,f1score,File_Inclusion,0.0
weighted_Ensemble,2,f1score,XSS,0.49006841756786584
weighted_Ensemble,3,accuracy,PW_Injection,0.5348983464353483
weighted_Ensemble,3,accuracy,SQLi,0.9183660663863964
weighted_Ensemble,3,accuracy,File_Inclusion,0.9605139243912283
weighted_Ensemble,3,accuracy,XSS,0.7781393568147014
weighted_Ensemble,3,precision,PW_Injection,0.5
weighted_Ensemble,3,precision,SQLi,0.5
weighted_Ensemble,3,precision,File_Inclusion,0.5
weighted_Ensemble,3,precision,XSS,0.4906169111302847
weighted_Ensemble,3,recall,PW_Injection,0.4895321610578027
weighted_Ensemble,3,recall,SQLi,0.499809958190802
weighted_Ensemble,3,recall,File_Inclusion,0.0
weighted_Ensemble,3,recall,XSS,0.5
weighted_Ensemble,3,f1score,PW_Injection,0.4947107131257829
weighted_Ensemble,3,f1score,SQLi,0.49990496103402393
weighted_Ensemble,3,f1score,File_Inclusion,0.0
weighted_Ensemble,3,f1score,XSS,0.49526401741970605
weighted_Ensemble,4,accuracy,PW_Injection,0.5222815266658195
weighted_Ensemble,4,accuracy,SQLi,0.9186415141718196
weighted_Ensemble,4,accuracy,File_Inclusion,0.9605772141679841
weighted_Ensemble,4,accuracy,XSS,0.8108390204737054
weighted_Ensemble,4,precision,PW_Injection,0.5
weighted_Ensemble,4,precision,SQLi,0.5
weighted_Ensemble,4,precision,File_Inclusion,0.5
weighted_Ensemble,4,precision,XSS,0.32908885116015846
weighted_Ensemble,4,recall,PW_Injection,0.4895321610578027
weighted_Ensemble,4,recall,SQLi,0.499809958190802
weighted_Ensemble,4,recall,File_Inclusion,0.0
weighted_Ensemble,4,recall,XSS,0.5
weighted_Ensemble,4,f1score,PW_Injection,0.4947107131257829
weighted_Ensemble,4,f1score,SQLi,0.49990496103402393
weighted_Ensemble,4,f1score,File_Inclusion,0.0
weighted_Ensemble,4,f1score,XSS,0.3969283276450512
weighted_Ensemble,5,accuracy,PW_Injection,0.5226365836057223
weighted_Ensemble,5,accuracy,SQLi,0.9166093212386612
weighted_Ensemble,5,accuracy,File_Inclusion,0.9617186183656277
weighted_Ensemble,5,accuracy,XSS,0.8090678757167622
weighted_Ensemble,5,precision,PW_Injection,0.5
weighted_Ensemble,5,precision,SQLi,0.5
weighted_Ensemble,5,precision,File_Inclusion,0.5
weighted_Ensemble,5,precision,XSS,0.33035340131303254
weighted_Ensemble,5,recall,PW_Injection,0.4895321610578027
weighted_Ensemble,5,recall,SQLi,0.499809958190802
weighted_Ensemble,5,recall,File_Inclusion,0.0
weighted_Ensemble,5,recall,XSS,0.5
weighted_Ensemble,5,f1score,PW_Injection,0.4947107131257829
weighted_Ensemble,5,f1score,SQLi,0.49990496103402393
weighted_Ensemble,5,f1score,File_Inclusion,0.0
weighted_Ensemble,5,f1score,XSS,0.39784674909580287
weighted_Ensemble,6,accuracy,PW_Injection,0.5221646212441812
weighted_Ensemble,6,accuracy,SQLi,0.9196905854977674
weighted_Ensemble,6,accuracy,File_Inclusion,0.9608305010599993
weighted_Ensemble,6,accuracy,XSS,0.8110596611439737
weighted_Ensemble,6,precision,PW_Injection,0.5
weighted_Ensemble,6,precision,SQLi,0.5
weighted_Ensemble,6,precision,File_Inclusion,0.5
weighted_Ensemble,6,precision,XSS,0.33021674458138545
weighted_Ensemble,6,recall,PW_Injection,0.4895321610578027
weighted_Ensemble,6,recall,SQLi,0.499809958190802
weighted_Ensemble,6,recall,File_Inclusion,0.0
weighted_Ensemble,6,recall,XSS,0.5
weighted_Ensemble,6,f1score,PW_Injection,0.4947107131257829
weighted_Ensemble,6,f1score,SQLi,0.49990496103402393
weighted_Ensemble,6,f1score,File_Inclusion,0.0
weighted_Ensemble,6,f1score,XSS,0.3977476324545687
weighted_Ensemble,7,accuracy,PW_Injection,0.5220524433345326
weighted_Ensemble,7,accuracy,SQLi,0.9215772870662461
weighted_Ensemble,7,accuracy,File_Inclusion,0.9623545285882948
weighted_Ensemble,7,accuracy,XSS,0.8087760923462451
weighted_Ensemble,7,precision,PW_Injection,0.5
weighted_Ensemble,7,precision,SQLi,0.5
weighted_Ensemble,7,precision,File_Inclusion,0.5
weighted_Ensemble,7,precision,XSS,0.3299874529485571
weighted_Ensemble,7,recall,PW_Injection,0.4895321610578027
weighted_Ensemble,7,recall,SQLi,0.499809958190802
weighted_Ensemble,7,recall,File_Inclusion,0.0
weighted_Ensemble,7,recall,XSS,0.5
weighted_Ensemble,7,f1score,PW_Injection,0.4947107131257829
weighted_Ensemble,7,f1score,SQLi,0.49990496103402393
weighted_Ensemble,7,f1score,File_Inclusion,0.0
weighted_Ensemble,7,f1score,XSS,0.3975812547241118
weighted_Ensemble,8,accuracy,PW_Injection,0.522346605605733
weighted_Ensemble,8,accuracy,SQLi,0.9175412763557755
weighted_Ensemble,8,accuracy,File_Inclusion,0.9608305010599993
weighted_Ensemble,8,accuracy,XSS,0.8103646627605212
weighted_Ensemble,8,precision,PW_Injection,0.5
weighted_Ensemble,8,precision,SQLi,0.5
weighted_Ensemble,8,precision,File_Inclusion,0.5
weighted_Ensemble,8,precision,XSS,0.3270316027088036
weighted_Ensemble,8,recall,PW_Injection,0.4895321610578027
weighted_Ensemble,8,recall,SQLi,0.499809958190802
weighted_Ensemble,8,recall,File_Inclusion,0.0
weighted_Ensemble,8,recall,XSS,0.5
weighted_Ensemble,8,f1score,PW_Injection,0.4947107131257829
weighted_Ensemble,8,f1score,SQLi,0.49990496103402393
weighted_Ensemble,8,f1score,File_Inclusion,0.0
weighted_Ensemble,8,f1score,XSS,0.39542818150801773
weighted_Ensemble,9,accuracy,PW_Injection,0.5218607498733322
weighted_Ensemble,9,accuracy,SQLi,0.9200780340454989
weighted_Ensemble,9,accuracy,File_Inclusion,0.9623545285882948
weighted_Ensemble,9,accuracy,XSS,0.8124966464559746
weighted_Ensemble,9,precision,PW_Injection,0.5
weighted_Ensemble,9,precision,SQLi,0.5
weighted_Ensemble,9,precision,File_Inclusion,0.5
weighted_Ensemble,9,precision,XSS,0.33109171555301187
weighted_Ensemble,9,recall,PW_Injection,0.4895321610578027
weighted_Ensemble,9,recall,SQLi,0.499809958190802
weighted_Ensemble,9,recall,File_Inclusion,0.0
weighted_Ensemble,9,recall,XSS,0.5
weighted_Ensemble,9,f1score,PW_Injection,0.4947107131257829
weighted_Ensemble,9,f1score,SQLi,0.49990496103402393
weighted_Ensemble,9,f1score,File_Inclusion,0.0
weighted_Ensemble,9,f1score,XSS,0.3983816820177326
weighted_Ensemble,10,accuracy,PW_Injection,0.5224505811487231
weighted_Ensemble,10,accuracy,SQLi,0.917486373034271
weighted_Ensemble,10,accuracy,File_Inclusion,0.9622908796546141
weighted_Ensemble,10,accuracy,XSS,0.8090322236448997
weighted_Ensemble,10,precision,PW_Injection,0.5
weighted_Ensemble,10,precision,SQLi,0.5
weighted_Ensemble,10,precision,File_Inclusion,0.5
weighted_Ensemble,10,precision,XSS,0.32937561111887137
weighted_Ensemble,10,recall,PW_Injection,0.4895321610578027
weighted_Ensemble,10,recall,SQLi,0.499809958190802
weighted_Ensemble,10,recall,File_Inclusion,0.0
weighted_Ensemble,10,recall,XSS,0.5
weighted_Ensemble,10,f1score,PW_Injection,0.4947107131257829
weighted_Ensemble,10,f1score,SQLi,0.49990496103402393
weighted_Ensemble,10,f1score,File_Inclusion,0.0
weighted_Ensemble,10,f1score,XSS,0.3971368421052632
